# Calibration file of tamex_id 0 @ channel 64
# fine_T bin		 Calibration value
1		0
2		0
3		0
4		0
5		0
6		0
7		0
8		0
9		0
10		0
11		0
12		0
13		0
14		0
15		0
16		0
17		0
18		0.00522018
19		0.00813359
20		0.0100572
21		0.0138247
22		0.0160437
23		0.016323
24		0.0182467
25		0.0219822
26		0.0249355
27		0.0263563
28		0.0284077
29		0.0288706
30		0.0337316
31		0.0354956
32		0.0365333
33		0.0373075
34		0.0376428
35		0.0446828
36		0.045481
37		0.0458721
38		0.0466703
39		0.0507172
40		0.0509247
41		0.0530319
42		0.0559374
43		0.0609261
44		0.0610538
45		0.0611575
46		0.061852
47		0.0681178
48		0.070688
49		0.0709115
50		0.071135
51		0.0754372
52		0.0764908
53		0.079484
54		0.081711
55		0.0837384
56		0.0848
57		0.087027
58		0.0876655
59		0.0932768
60		0.0937956
61		0.0946098
62		0.0974354
63		0.0986966
64		0.10339
65		0.103661
66		0.1062
67		0.107309
68		0.108514
69		0.111811
70		0.11395
71		0.114716
72		0.116416
73		0.118723
74		0.122291
75		0.123736
76		0.124781
77		0.128844
78		0.129595
79		0.12993
80		0.13436
81		0.136116
82		0.137688
83		0.138024
84		0.140753
85		0.143124
86		0.145582
87		0.148639
88		0.148807
89		0.151242
90		0.152479
91		0.156135
92		0.158497
93		0.160485
94		0.160764
95		0.164763
96		0.165026
97		0.165729
98		0.169704
99		0.174413
100		0.174573
101		0.175036
102		0.175922
103		0.181317
104		0.181437
105		0.185628
106		0.18653
107		0.18894
108		0.191431
109		0.191534
110		0.19175
111		0.198439
112		0.199556
113		0.199748
114		0.20247
115		0.206828
116		0.207131
117		0.209326
118		0.212239
119		0.213796
120		0.217412
121		0.217947
122		0.218114
123		0.224731
124		0.224883
125		0.227118
126		0.227349
127		0.231819
128		0.233878
129		0.23593
130		0.237574
131		0.238628
132		0.242675
133		0.243928
134		0.245835
135		0.247583
136		0.249539
137		0.254001
138		0.254975
139		0.255462
140		0.258974
141		0.262246
142		0.263228
143		0.264433
144		0.267826
145		0.269813
146		0.271737
147		0.271984
148		0.274435
149		0.279735
150		0.280533
151		0.283638
152		0.283981
153		0.285841
154		0.290734
155		0.2915
156		0.2915
157		0.294725
