# Calibration file of tamex_id 3 @ channel 42
# fine_T bin		 Calibration value
1		0
2		0
3		0
4		0
5		0
6		0
7		0
8		0
9		0
10		0
11		0
12		0
13		0
14		0
15		0
16		0
17		0.00253842
18		0.00966771
19		0.0106093
20		0.0108002
21		0.0172049
22		0.0181985
23		0.0197129
24		0.0206415
25		0.0209149
26		0.0279053
27		0.0284434
28		0.0298232
29		0.0304394
30		0.0329821
31		0.0369221
32		0.0387186
33		0.0393391
34		0.0403588
35		0.0441859
36		0.0447978
37		0.0464032
38		0.0492541
39		0.0513629
40		0.0544004
41		0.0557542
42		0.0559928
43		0.0606358
44		0.0619115
45		0.0641852
46		0.0646973
47		0.0655911
48		0.0675351
49		0.0707808
50		0.0721476
51		0.0755452
52		0.0760008
53		0.0779882
54		0.0782789
55		0.0845707
56		0.0849135
57		0.0862023
58		0.0865928
59		0.0930452
60		0.096152
61		0.096382
62		0.0969548
63		0.100031
64		0.103923
65		0.104114
66		0.105447
67		0.108935
68		0.109669
69		0.112294
70		0.114932
71		0.116533
72		0.119952
73		0.121406
74		0.12279
75		0.124574
76		0.12496
77		0.129911
78		0.133217
79		0.133829
80		0.134445
81		0.14039
82		0.141323
83		0.141627
84		0.143801
85		0.146482
86		0.153047
87		0.153191
88		0.153308
89		0.156632
90		0.158654
91		0.16009
92		0.163887
93		0.164681
94		0.168113
95		0.170135
96		0.170669
97		0.173685
98		0.175724
99		0.179039
100		0.180714
101		0.182506
102		0.183669
103		0.185904
104		0.189961
105		0.19108
106		0.192508
107		0.196261
108		0.197086
109		0.197502
110		0.201642
111		0.205226
112		0.207036
113		0.207804
114		0.207955
115		0.210602
116		0.213284
117		0.216061
118		0.218604
119		0.220205
120		0.221628
121		0.22313
122		0.226323
123		0.226497
124		0.230498
125		0.234168
126		0.236178
127		0.236924
128		0.23797
129		0.243849
130		0.244999
131		0.245203
132		0.249377
133		0.252784
134		0.253152
135		0.254155
136		0.256511
137		0.25918
138		0.263866
139		0.26486
140		0.265354
141		0.269251
142		0.27034
143		0.271672
144		0.274072
145		0.275638
146		0.278671
147		0.279062
148		0.284477
149		0.28557
150		0.287519
151		0.288868
152		0.290513
153		0.292882
154		0.296119
155		0.297052
156		0.298827
