# Calibration file of tamex_id 3 @ channel 30
# fine_T bin		 Calibration value
1		0
2		0
3		0
4		0
5		0
6		0
7		0
8		0
9		0
10		0
11		0
12		0
13		0
14		0
15		0
16		0
17		0
18		0.00485343
19		0.00888588
20		0.00944125
21		0.012532
22		0.0148742
23		0.0163713
24		0.0199932
25		0.020621
26		0.0245569
27		0.0264162
28		0.0275994
29		0.0278891
30		0.0316801
31		0.0335152
32		0.0343845
33		0.0369682
34		0.037934
35		0.0416284
36		0.042884
37		0.0438982
38		0.0446226
39		0.0495726
40		0.0505385
41		0.0536775
42		0.0550056
43		0.0560921
44		0.0583619
45		0.0600522
46		0.0612353
47		0.0668614
48		0.0669097
49		0.0683827
50		0.069759
51		0.0713044
52		0.0759164
53		0.0762303
54		0.0795866
55		0.0802144
56		0.0816874
57		0.0854059
58		0.0873618
59		0.0877723
60		0.0907906
61		0.0952818
62		0.0954025
63		0.0968513
64		0.0981794
65		0.101825
66		0.103805
67		0.104071
68		0.106365
69		0.110011
70		0.111943
71		0.112474
72		0.112836
73		0.118776
74		0.119621
75		0.120611
76		0.123195
77		0.126841
78		0.127493
79		0.13056
80		0.132129
81		0.135558
82		0.137055
83		0.1372
84		0.138021
85		0.140436
86		0.144975
87		0.147317
88		0.148283
89		0.149515
90		0.151543
91		0.15473
92		0.156348
93		0.158618
94		0.161467
95		0.163858
96		0.164896
97		0.165862
98		0.169266
99		0.173468
100		0.174627
101		0.174868
102		0.174941
103		0.181122
104		0.182813
105		0.185203
106		0.186024
107		0.189236
108		0.192085
109		0.192833
110		0.193485
111		0.195658
112		0.199305
113		0.203868
114		0.203941
115		0.204134
116		0.205655
117		0.207852
118		0.211112
119		0.214541
120		0.214927
121		0.217414
122		0.218404
123		0.220022
124		0.221109
125		0.226107
126		0.228087
127		0.228208
128		0.231637
129		0.233737
130		0.234172
131		0.236683
132		0.239315
133		0.242672
134		0.242816
135		0.24511
136		0.246076
137		0.250157
138		0.252475
139		0.253079
140		0.254624
141		0.256435
142		0.26054
143		0.261747
144		0.263534
145		0.264548
146		0.267156
147		0.269136
148		0.271019
149		0.274303
150		0.276163
151		0.280219
152		0.280316
153		0.281813
154		0.286183
155		0.286401
156		0.288067
